t, ñ	wz	
197,785	-1595	
197,79	-1617	
197,795	-1631	
197,8	-1643	
197,805	-1663	
197,81	-1663	
197,815	-1651	
197,82	-1649	
197,825	-1644	
197,83	-1638	
197,835	-1631	
197,84	-1638	
197,845	-1618	
197,85	-1612	
197,855	-1605	
197,86	-1587	
197,865	-1581	
197,87	-1577	
197,875	-1560	
197,88	-1557	
197,885	-1528	
197,89	-1540	
197,895	-1518	
197,9	-1496	
197,905	-1466	
197,91	-1446	
197,915	-1409	
197,92	-1370	
197,925	-1332	
197,93	-1308	
197,935	-1284	
197,94	-1276	
197,945	-1282	
197,95	-1287	
197,955	-1261	
197,96	-1228	
197,965	-1208	
197,97	-1173	
197,975	-1153	
197,98	-1121	
197,985	-1102	
197,99	-1051	
197,995	-1002	
198,0	-976	
198,005	-949	
198,01	-904	
198,015	-853	
198,02	-809	
198,025	-766	
198,03	-722	
198,035	-707	
198,04	-693	
198,045	-646	
198,05	-595	
198,055	-549	
198,06	-505	
198,065	-467	
198,07	-434	
198,075	-390	
198,08	-360	
198,085	-326	
198,09	-292	
198,095	-243	
198,1	-205	
198,105	-151	
198,11	-104	
198,115	-63	
198,12	-10	
198,125	36	
198,13	89	
198,135	131	
198,14	165	
198,145	206	
198,15	255	
198,155	290	
198,16	320	
198,165	374	
198,17	420	
198,175	451	
198,18	512	
198,185	556	
198,19	599	
198,195	626	
198,2	667	
198,205	694	
198,21	739	
198,215	764	
198,22	808	
198,225	872	
198,23	909	
198,235	943	
198,24	1005	
198,245	1037	
198,25	1056	
198,255	1076	
198,26	1121	
198,265	1134	
198,27	1168	
198,275	1196	
198,28	1225	
198,285	1240	
198,29	1290	
198,295	1309	
198,3	1334	
198,305	1355	
198,31	1402	
198,315	1413	
198,32	1444	
198,325	1470	
198,33	1491	
198,335	1505	
198,34	1540	
198,345	1577	
198,35	1601	
198,355	1635	
198,36	1651	
198,365	1663	
198,37	1661	
198,375	1683	
198,38	1681	
198,385	1700	
198,39	1702	
198,395	1728	
198,4	1711	
198,405	1731	
198,41	1768	
198,415	1794	
198,42	1793	
198,425	1792	
198,43	1780	
198,435	1753	
198,44	1762	
198,445	1765	
198,45	1745	
198,455	1763	
198,46	1763	
198,465	1758	
198,47	1739	
198,475	1746	
198,48	1724	
198,485	1702	
198,49	1695	
198,495	1698	
198,5	1680	
198,505	1675	
198,51	1641	
198,515	1620	
198,52	1585	
198,525	1585	
198,53	1561	
198,535	1559	
198,54	1541	
198,545	1524	
198,55	1487	
198,555	1469	
198,56	1423	
198,565	1392	
198,57	1361	
198,575	1331	
198,58	1317	
198,585	1284	
198,59	1263	
198,595	1220	
198,6	1189	
198,605	1123	
198,61	1093	
198,615	1059	
198,62	1014	
198,625	990	
198,63	965	
198,635	930	
198,64	900	
198,645	867	
198,65	826	
198,655	768	
198,66	719	
198,665	658	
198,67	621	
198,675	588	
198,68	569	
198,685	524	
198,69	500	
198,695	444	
198,7	406	
198,705	343	
198,71	295	
198,715	232	
198,72	185	
198,725	132	
198,73	97	
198,735	46	
198,74	9	
198,745	-48	
198,75	-100	
198,755	-132	
198,76	-180	
198,765	-232	
198,77	-265	
198,775	-303	
198,78	-342	
198,785	-403	
198,79	-434	
198,795	-484	
198,8	-557	
198,805	-597	
198,81	-629	
198,815	-671	
198,82	-702	
198,825	-750	
198,83	-765	
198,835	-821	
198,84	-872	
198,845	-938	
198,85	-974	
198,855	-1020	
198,86	-1046	
198,865	-1076	
198,87	-1086	
198,875	-1121	
198,88	-1159	
198,885	-1209	
198,89	-1251	
198,895	-1286	
198,9	-1319	
198,905	-1373	
198,91	-1392	
198,915	-1420	
198,92	-1468	
198,925	-1497	
198,93	-1519	
198,935	-1557	
198,94	-1584	
198,945	-1612	
198,95	-1648	
198,955	-1673	
198,96	-1697	
198,965	-1684	
198,97	-1698	
198,975	-1690	
198,98	-1695	
198,985	-1731	
198,99	-1753	
198,995	-1794	
199,0	-1801	
199,005	-1822	
199,01	-1828	
199,015	-1824	
199,02	-1835	
199,025	-1831	
199,03	-1850	
199,035	-1863	
199,04	-1867	
199,045	-1872	
199,05	-1900	
199,055	-1889	
199,06	-1873	
199,065	-1865	
199,07	-1864	
199,075	-1826	
199,08	-1834	
199,085	-1830	
199,09	-1832	
199,095	-1813	
199,1	-1827	
199,105	-1818	
199,11	-1797	
199,115	-1777	
199,12	-1780	
199,125	-1757	
199,13	-1738	
199,135	-1727	
199,14	-1710	
199,145	-1679	
199,15	-1676	
199,155	-1653	
199,16	-1623	
199,165	-1583	
199,17	-1547	
199,175	-1504	
199,18	-1482	
199,185	-1446	
199,19	-1431	
199,195	-1416	
199,2	-1391	
199,205	-1342	
199,21	-1318	
199,215	-1281	
199,22	-1232	
199,225	-1192	
199,23	-1164	
199,235	-1123	
199,24	-1087	
199,245	-1064	
199,25	-1021	
199,255	-973	
199,26	-935	
199,265	-878	
199,27	-829	
199,275	-798	
199,28	-745	
199,285	-705	
199,29	-696	
199,295	-657	
199,3	-619	
199,305	-570	
199,31	-512	
199,315	-465	
199,32	-416	
199,325	-378	
199,33	-313	
199,335	-262	
199,34	-214	
199,345	-155	
199,35	-105	
199,355	-62	
199,36	-25	
199,365	32	
199,37	56	
199,375	95	
199,38	141	
199,385	196	
199,39	280	
199,395	328	
199,4	386	
199,405	425	
199,41	470	
199,415	505	
199,42	552	
199,425	586	
199,43	622	
199,435	674	
199,44	734	
199,445	783	
199,45	843	
199,455	904	
199,46	949	
199,465	977	
199,47	1008	
199,475	1030	
199,48	1061	
199,485	1096	
199,49	1151	
199,495	1207	
199,5	1249	
199,505	1291	
199,51	1314	
199,515	1336	
199,52	1363	
199,525	1404	
199,53	1430	
199,535	1487	
199,54	1520	
199,545	1561	
199,55	1576	
199,555	1575	
199,56	1596	
199,565	1593	
199,57	1629	
199,575	1643	
199,58	1699	
199,585	1728	
199,59	1788	
199,595	1795	
199,6	1815	
199,605	1842	
199,61	1843	
199,615	1850	
199,62	1877	
199,625	1889	
199,63	1892	
199,635	1921	
199,64	1907	
199,645	1898	
199,65	1897	
199,655	1891	
199,66	1893	
199,665	1905	
199,67	1908	
199,675	1911	
199,68	1922	
199,685	1912	
199,69	1903	
199,695	1912	
199,7	1915	
199,705	1902	
199,71	1902	
199,715	1902	
199,72	1896	
199,725	1896	
199,73	1878	
199,735	1859	
199,74	1843	
199,745	1809	
199,75	1783	
199,755	1742	
199,76	1727	
199,765	1712	
199,77	1692	
199,775	1679	
199,78	1669	
199,785	1630	
199,79	1593	
199,795	1553	
199,8	1500	
199,805	1490	
199,81	1479	
199,815	1475	
199,82	1444	
199,825	1434	
199,83	1415	
199,835	1366	
199,84	1328	
199,845	1271	
199,85	1223	
199,855	1166	
199,86	1115	
199,865	1064	
199,87	1004	
199,875	931	
199,88	893	
199,885	862	
199,89	832	
199,895	819	
199,9	768	
199,905	748	
199,91	703	
199,915	644	
199,92	601	
199,925	572	
199,93	493	
199,935	465	
199,94	424	
199,945	395	
199,95	342	
199,955	272	
199,96	215	
199,965	156	
199,97	95	
199,975	51	
199,98	10	
199,985	-48	
199,99	-95	
199,995	-140	
200,0	-203	
200,005	-256	
200,01	-294	
200,015	-356	
200,02	-394	
200,025	-439	
200,03	-480	
200,035	-494	
200,04	-530	
200,045	-577	
200,05	-627	
200,055	-669	
200,06	-738	
200,065	-797	
200,07	-850	
200,075	-893	
200,08	-944	
200,085	-995	
200,09	-1037	
200,095	-1079	
200,1	-1109	
200,105	-1149	
200,11	-1186	
200,115	-1217	
200,12	-1263	
200,125	-1284	
200,13	-1321	
200,135	-1364	
200,14	-1407	
200,145	-1448	
200,15	-1483	
200,155	-1511	
200,16	-1530	
200,165	-1549	
200,17	-1571	
200,175	-1581	
200,18	-1606	
200,185	-1630	
200,19	-1651	
200,195	-1681	
200,2	-1729	
200,205	-1754	
200,21	-1787	
200,215	-1810	
200,22	-1833	
200,225	-1842	
200,23	-1873	
200,235	-1881	
200,24	-1894	
200,245	-1901	
200,25	-1885	
200,255	-1873	
200,26	-1886	
200,265	-1886	
200,27	-1905	
200,275	-1927	
200,28	-1952	
200,285	-1967	
200,29	-1971	
200,295	-1976	
200,3	-1966	
200,305	-1968	
200,31	-1948	
200,315	-1943	
200,32	-1913	
200,325	-1906	
200,33	-1901	
200,335	-1898	
200,34	-1874	
200,345	-1868	
200,35	-1848	
200,355	-1805	
200,36	-1792	
200,365	-1778	
200,37	-1761	
200,375	-1770	
200,38	-1741	
200,385	-1718	
200,39	-1692	
200,395	-1666	
200,4	-1639	
200,405	-1630	
200,41	-1606	
200,415	-1584	
200,42	-1549	
200,425	-1532	
200,43	-1505	
200,435	-1464	
200,44	-1431	
200,445	-1369	
200,45	-1321	
200,455	-1270	
200,46	-1245	
200,465	-1206	
200,47	-1184	
200,475	-1151	
200,48	-1104	
200,485	-1063	
200,49	-1016	
200,495	-981	
200,5	-942	
200,505	-924	
200,51	-898	
200,515	-877	
200,52	-838	
200,525	-763	
200,53	-697	
200,535	-632	
200,54	-565	
200,545	-508	
200,55	-456	
200,555	-419	
200,56	-385	
200,565	-351	
200,57	-308	
200,575	-257	
200,58	-213	
200,585	-162	
200,59	-106	
200,595	-79	
200,6	-39	
200,605	26	
200,61	72	
200,615	112	
200,62	160	
200,625	217	
200,63	254	
200,635	291	
200,64	344	
200,645	405	
200,65	455	
200,655	501	
200,66	555	
200,665	614	
200,67	644	
200,675	712	
200,68	750	
200,685	797	
200,69	860	
200,695	911	
200,7	952	
200,705	1001	
200,71	1037	
200,715	1071	
200,72	1090	
200,725	1113	
200,73	1147	
200,735	1184	
200,74	1222	
200,745	1254	
200,75	1310	
200,755	1341	
200,76	1392	
200,765	1438	
200,77	1479	
200,775	1509	
200,78	1550	
200,785	1588	
200,79	1598	
200,795	1609	
200,8	1627	
200,805	1637	
200,81	1641	
200,815	1677	
200,82	1698	
200,825	1713	
200,83	1737	
200,835	1777	
200,84	1786	
200,845	1826	
200,85	1838	
200,855	1836	
200,86	1837	
200,865	1863	
200,87	1845	
200,875	1851	
200,88	1876	
200,885	1903	
200,89	1909	
200,895	1927	
200,9	1927	
200,905	1945	
200,91	1935	
200,915	1932	
200,92	1933	
200,925	1916	
200,93	1889	
200,935	1891	
200,94	1870	
200,945	1847	
200,95	1838	
200,955	1821	
200,96	1809	
200,965	1795	
200,97	1810	
200,975	1805	
200,98	1819	
200,985	1798	
200,99	1791	
200,995	1767	
201,0	1762	
201,005	1721	
201,01	1692	
201,015	1674	
201,02	1631	
201,025	1621	
201,03	1580	
201,035	1565	
201,04	1531	
201,045	1503	
201,05	1464	
201,055	1439	
201,06	1391	
201,065	1353	
201,07	1326	
201,075	1297	
201,08	1253	
201,085	1223	
201,09	1183	
201,095	1141	
201,1	1107	
201,105	1081	
201,11	1066	
201,115	1026	
201,12	1002	
201,125	962	
201,13	897	
201,135	838	
201,14	764	
201,145	705	
201,15	651	
201,155	616	
201,16	577	
201,165	557	
201,17	509	
201,175	472	
201,18	423	
201,185	350	
201,19	306	
201,195	245	
201,2	179	
201,205	141	
201,21	109	
201,215	63	
201,22	34	
201,225	-21	
201,23	-58	
201,235	-105	
201,24	-165	
201,245	-202	
201,25	-251	
201,255	-305	
201,26	-330	
201,265	-381	
201,27	-442	
201,275	-526	
201,28	-581	
201,285	-633	
201,29	-659	
201,295	-703	
201,3	-715	
201,305	-749	
201,31	-780	
201,315	-836	
201,32	-857	
201,325	-920	
201,33	-983	
201,335	-1025	
201,34	-1076	
201,345	-1124	
201,35	-1133	
201,355	-1172	
201,36	-1212	
201,365	-1248	
201,37	-1284	
201,375	-1329	
201,38	-1366	
201,385	-1389	
201,39	-1403	
201,395	-1430	
201,4	-1446	
201,405	-1466	
201,41	-1494	
201,415	-1539	
201,42	-1572	
201,425	-1592	
201,43	-1630	
201,435	-1652	
201,44	-1665	
201,445	-1677	
201,45	-1698	
201,455	-1707	
201,46	-1727	
201,465	-1757	
201,47	-1791	
201,475	-1807	
201,48	-1814	
201,485	-1830	
201,49	-1834	
201,495	-1826	
201,5	-1828	
201,505	-1838	
201,51	-1837	
201,515	-1838	
201,52	-1846	
201,525	-1872	
201,53	-1866	
201,535	-1861	
201,54	-1855	
201,545	-1861	
201,55	-1862	
201,555	-1858	
201,56	-1823	
201,565	-1825	
201,57	-1822	
201,575	-1797	
201,58	-1786	
201,585	-1783	
201,59	-1756	
201,595	-1745	
201,6	-1734	
201,605	-1728	
201,61	-1712	
201,615	-1698	
201,62	-1687	
201,625	-1670	
201,63	-1630	
201,635	-1596	
201,64	-1578	
201,645	-1542	
201,65	-1515	
201,655	-1476	
201,66	-1468	
201,665	-1445	
201,67	-1414	
201,675	-1383	
201,68	-1355	
201,685	-1302	
201,69	-1263	
201,695	-1214	
201,7	-1180	
201,705	-1137	
201,71	-1131	
201,715	-1085	
201,72	-1061	
201,725	-1016	
201,73	-989	
201,735	-916	
201,74	-873	
201,745	-853	
201,75	-808	
201,755	-763	
201,76	-715	
201,765	-674	
201,77	-624	
201,775	-594	
201,78	-574	
201,785	-513	
201,79	-479	
201,795	-450	
201,8	-414	
201,805	-360	
201,81	-320	
201,815	-272	
201,82	-186	
201,825	-125	
201,83	-88	
201,835	-57	
201,84	-13	
201,845	22	
201,85	61	
201,855	109	
201,86	165	
201,865	210	
201,87	263	
201,875	323	
201,88	352	
201,885	380	
201,89	413	
201,895	465	
201,9	498	
201,905	547	
201,91	601	
201,915	619	
201,92	654	
201,925	706	
201,93	762	
201,935	793	
201,94	867	
201,945	905	
201,95	945	
201,955	983	
201,96	1029	
201,965	1032	
201,97	1063	
201,975	1070	
201,98	1107	
201,985	1138	
201,99	1174	
201,995	1235	
202,0	1270	
202,005	1317	
202,01	1348	
202,015	1375	
202,02	1386	
202,025	1423	
202,03	1433	
202,035	1466	
202,04	1489	
202,045	1517	
202,05	1545	
202,055	1580	
202,06	1624	
202,065	1629	
202,07	1638	
202,075	1642	
202,08	1634	
202,085	1640	
202,09	1646	
202,095	1652	
202,1	1666	
202,105	1680	
202,11	1680	
202,115	1684	
202,12	1699	
202,125	1713	
202,13	1725	
202,135	1724	
202,14	1770	
202,145	1795	
202,15	1810	
202,155	1812	
202,16	1795	
202,165	1761	
202,17	1694	
202,175	1670	
202,18	1617	
202,185	1594	
202,19	1607	
202,195	1669	
202,2	1748	
202,205	1842	
202,21	1881	
202,215	1861	
202,22	1652	
202,225	1481	
202,23	1333	
202,235	1284	
202,24	1297	
202,245	1431	
202,25	1578	
202,255	1716	
202,26	1761	
202,265	1717	
202,27	1578	
202,275	1389	
202,28	1189	
202,285	1062	
202,29	1049	
202,295	1111	
202,3	1249	
202,305	1433	
202,31	1465	
202,315	1382	
202,32	1233	
202,325	1043	
202,33	925	
202,335	855	
202,34	858	
202,345	912	
202,35	1003	
202,355	1026	
202,36	993	
202,365	870	
202,37	762	
202,375	623	
202,38	543	
202,385	557	
202,39	577	
202,395	636	
202,4	653	
202,405	611	
202,41	491	
202,415	372	
202,42	246	
202,425	147	
202,43	110	
202,435	155	
202,44	234	
202,445	305	
202,45	314	
202,455	251	
202,46	131	
202,465	-122	
202,47	-235	
202,475	-291	
202,48	-273	
202,485	-186	
202,49	-114	
202,495	-113	
202,5	-145	
202,505	-265	
202,51	-423	
202,515	-557	
202,52	-663	
202,525	-694	
202,53	-654	
202,535	-586	
202,54	-536	
202,545	-503	
202,55	-574	
202,555	-688	
202,56	-820	
202,565	-934	
202,57	-1003	
202,575	-991	
202,58	-952	
202,585	-882	
202,59	-846	
202,595	-854	
202,6	-946	
202,605	-1072	
202,61	-1209	
202,615	-1293	
202,62	-1313	
202,625	-1234	
202,63	-1163	
202,635	-1136	
202,64	-1173	
202,645	-1229	
202,65	-1344	
202,655	-1454	
202,66	-1512	
202,665	-1522	
202,67	-1490	
202,675	-1419	
202,68	-1349	
202,685	-1344	
202,69	-1368	
202,695	-1458	
202,7	-1542	
202,705	-1641	
202,71	-1649	
202,715	-1623	
202,72	-1544	
202,725	-1494	
202,73	-1473	
202,735	-1485	
202,74	-1546	
202,745	-1614	
202,75	-1700	
202,755	-1735	
202,76	-1705	
202,765	-1643	
202,77	-1562	
202,775	-1482	
202,78	-1455	
202,785	-1480	
202,79	-1613	
202,795	-1682	
202,8	-1721	
202,805	-1695	
202,81	-1619	
202,815	-1513	
202,82	-1439	
202,825	-1393	
202,83	-1415	
202,835	-1473	
202,84	-1540	
202,845	-1581	
202,85	-1590	
202,855	-1534	
202,86	-1442	
202,865	-1360	
202,87	-1281	
202,875	-1277	
202,88	-1318	
202,885	-1366	
202,89	-1384	
202,895	-1384	
202,9	-1341	
202,905	-1262	
202,91	-1171	
202,915	-1094	
202,92	-1052	
202,925	-1054	
202,93	-1073	
202,935	-1111	
202,94	-1163	
202,945	-1151	
202,95	-1051	
202,955	-952	
202,96	-842	
202,965	-758	
202,97	-732	
202,975	-749	
202,98	-795	
202,985	-812	
202,99	-807	
202,995	-752	
203,0	-668	
203,005	-552	
203,01	-464	
203,015	-416	
203,02	-397	
203,025	-425	
203,03	-479	
203,035	-469	
203,04	-444	
203,045	-357	
203,05	-250	
203,055	-151	
203,06	-84	
203,065	-27	
203,07	-37	
203,075	-61	
203,08	-73	
203,085	-75	
203,09	-40	
203,095	24	
203,1	123	
203,105	230	
203,11	325	
203,115	313	
203,12	309	
203,125	277	
203,13	254	
203,135	291	
203,14	375	
203,145	476	
203,15	583	
203,155	666	
203,16	709	
203,165	696	
203,17	650	
203,175	605	
203,18	602	
203,185	617	
203,19	738	
203,195	839	
203,2	901	
203,205	951	
203,21	962	
203,215	930	
203,22	879	
203,225	842	
203,23	842	
203,235	889	
203,24	987	
203,245	1079	
203,25	1187	
203,255	1245	
203,26	1236	
203,265	1174	
203,27	1138	
203,275	1083	
203,28	1113	
203,285	1194	
203,29	1278	
203,295	1358	
203,3	1408	
203,305	1421	
203,31	1383	
203,315	1317	
203,32	1273	
203,325	1251	
203,33	1271	
203,335	1330	
203,34	1422	
203,345	1494	
203,35	1509	
203,355	1480	
203,36	1416	
203,365	1342	
203,37	1320	
203,375	1331	
203,38	1388	
203,385	1457	
203,39	1525	
203,395	1546	
203,4	1521	
203,405	1440	
203,41	1362	
203,415	1301	
203,42	1264	
203,425	1295	
203,43	1354	
203,435	1457	
203,44	1502	
203,445	1470	
203,45	1386	
203,455	1290	
203,46	1217	
203,465	1163	
203,47	1175	
203,475	1235	
203,48	1295	
203,485	1348	
203,49	1342	
203,495	1289	
203,5	1193	
203,505	1107	
203,51	1020	
203,515	1013	
203,52	1066	
203,525	1122	
203,53	1159	
203,535	1187	
203,54	1119	
203,545	1022	
203,55	915	
203,555	804	
203,56	756	
203,565	753	
203,57	802	
203,575	863	
203,58	902	
203,585	882	
203,59	813	
203,595	661	
203,6	562	
203,605	504	
203,61	507	
203,615	545	
203,62	602	
203,625	620	
203,63	603	
203,635	545	
203,64	432	
203,645	307	
203,65	225	
203,655	175	
203,66	160	
203,665	203	
203,67	248	
203,675	267	
203,68	237	
203,685	140	
203,69	46	
203,695	-42	
203,7	-91	
203,705	-75	
203,71	-41	
203,715	-19	
203,72	-1	
203,725	-28	
203,73	-97	
203,735	-191	
203,74	-272	
203,745	-343	
203,75	-369	
203,755	-357	
203,76	-347	
203,765	-334	
203,77	-366	
203,775	-407	
203,78	-490	
203,785	-545	
203,79	-615	
203,795	-642	
203,8	-667	
203,805	-645	
203,81	-633	
203,815	-605	
203,82	-639	
203,825	-688	
203,83	-759	
203,835	-839	
203,84	-909	
203,845	-908	
203,85	-900	
203,855	-860	
203,86	-858	
203,865	-859	
203,87	-900	
203,875	-948	
203,88	-1025	
203,885	-1084	
203,89	-1108	
203,895	-1120	
203,9	-1072	
203,905	-1037	
203,91	-999	
203,915	-1020	
203,92	-1084	
203,925	-1153	
203,93	-1219	
203,935	-1233	
203,94	-1220	
203,945	-1179	
203,95	-1135	
203,955	-1098	
203,96	-1108	
203,965	-1137	
203,97	-1175	
203,975	-1231	
203,98	-1278	
203,985	-1281	
203,99	-1267	
203,995	-1237	
204,0	-1179	
204,005	-1171	
204,01	-1173	
204,015	-1205	
204,02	-1222	
204,025	-1268	
204,03	-1266	
204,035	-1249	
204,04	-1222	
204,045	-1181	
204,05	-1131	
204,055	-1116	
204,06	-1102	
204,065	-1120	
204,07	-1144	
204,075	-1161	
204,08	-1165	
204,085	-1140	
204,09	-1088	
204,095	-1062	
204,1	-1023	
204,105	-995	
204,11	-1012	
204,115	-1045	
204,12	-1068	
204,125	-1073	
204,13	-1048	
204,135	-997	
204,14	-930	
204,145	-882	
204,15	-841	
204,155	-826	
204,16	-837	
204,165	-846	
204,17	-848	
204,175	-831	
204,18	-795	
204,185	-758	
204,19	-707	
204,195	-653	
204,2	-632	
204,205	-639	
204,21	-633	
204,215	-649	
204,22	-650	
204,225	-619	
204,23	-544	
204,235	-464	
204,24	-395	
204,245	-346	
204,25	-337	
204,255	-353	
204,26	-378	
204,265	-377	
204,27	-344	
204,275	-290	
204,28	-227	
204,285	-155	
204,29	-91	
204,295	-87	
204,3	-83	
204,305	-124	
204,31	-148	
204,315	-141	
204,32	-101	
204,325	-1	
204,33	69	
204,335	136	
204,34	156	
204,345	172	
204,35	170	
204,355	159	
204,36	158	
204,365	170	
204,37	220	
204,375	273	
204,38	343	
204,385	377	
204,39	397	
204,395	405	
204,4	389	
204,405	383	
204,41	408	
204,415	451	
204,42	518	
204,425	551	
204,43	604	
204,435	616	
204,44	602	
204,445	573	
204,45	573	
204,455	563	
204,46	602	
204,465	657	
204,47	719	
204,475	777	
204,48	806	
204,485	792	
204,49	777	
204,495	741	
204,5	728	
204,505	757	
204,51	809	
204,515	860	
204,52	929	
204,525	968	
204,53	958	
204,535	919	
204,54	876	
204,545	847	
204,55	833	
204,555	859	
204,56	911	
204,565	1009	
204,57	1050	
204,575	1051	
204,58	1014	
204,585	969	
204,59	931	
204,595	903	
204,6	917	
204,605	962	
204,61	1012	
204,615	1063	
204,62	1063	
204,625	1043	
204,63	1002	
204,635	966	
204,64	924	
204,645	929	
204,65	946	
204,655	976	
204,66	1002	
204,665	1017	
204,67	1013	
204,675	989	
204,68	946	
204,685	920	
204,69	876	
204,695	871	
204,7	887	
204,705	909	
204,71	939	
204,715	932	
204,72	901	
204,725	879	
204,73	806	
204,735	764	
204,74	763	
204,745	764	
204,75	792	
204,755	810	
204,76	827	
204,765	804	
204,77	770	
204,775	708	
204,78	656	
204,785	621	
204,79	599	
204,795	623	
204,8	628	
204,805	641	
204,81	634	
204,815	579	
204,82	550	
204,825	479	
204,83	434	
204,835	419	
204,84	410	
204,845	417	
204,85	425	
204,855	419	
204,86	391	
204,865	382	
204,87	331	
204,875	293	
204,88	266	
204,885	255	
204,89	218	
204,895	220	
204,9	212	
204,905	188	
204,91	152	
204,915	118	
204,92	90	
204,925	50	
204,93	35	
204,935	21	
204,94	32	
204,945	33	
204,95	31	
204,955	30	
204,96	0	
204,965	-45	
204,97	-122	
204,975	-152	
204,98	-168	
204,985	-167	
204,99	-167	
204,995	-164	
205,0	-175	
205,005	-199	
205,01	-248	
205,015	-282	
205,02	-332	
205,025	-362	
205,03	-375	
205,035	-373	
205,04	-369	
205,045	-362	
205,05	-371	
205,055	-401	
205,06	-430	
205,065	-475	
205,07	-522	
205,075	-540	
205,08	-542	
205,085	-522	
205,09	-504	
205,095	-476	
205,1	-482	
205,105	-505	
205,11	-543	
205,115	-576	
205,12	-620	
205,125	-615	
205,13	-612	
205,135	-597	
205,14	-580	
205,145	-592	
205,15	-633	
205,155	-663	
205,16	-702	
205,165	-731	
205,17	-723	
205,175	-705	
205,18	-682	
205,185	-646	
205,19	-642	
205,195	-668	
205,2	-697	
205,205	-742	
205,21	-779	
205,215	-779	
205,22	-763	
205,225	-760	
205,23	-715	
205,235	-699	
205,24	-708	
205,245	-726	
205,25	-754	
205,255	-783	
205,26	-817	
205,265	-812	
205,27	-780	
205,275	-747	
205,28	-715	
205,285	-679	
205,29	-673	
205,295	-701	
205,3	-721	
205,305	-732	
205,31	-729	
205,315	-693	
205,32	-678	
205,325	-622	
205,33	-601	
205,335	-606	
205,34	-626	
205,345	-630	
205,35	-659	
205,355	-670	
205,36	-662	
205,365	-625	
205,37	-590	
205,375	-524	
205,38	-513	
205,385	-535	
205,39	-546	
205,395	-568	
205,4	-581	
205,405	-564	
205,41	-524	
205,415	-472	
205,42	-424	
205,425	-388	
205,43	-373	
205,435	-382	
205,44	-383	
205,445	-408	
205,45	-426	
205,455	-381	
205,46	-357	
205,465	-301	
205,47	-262	
205,475	-251	
205,48	-270	
205,485	-278	
205,49	-303	
205,495	-319	
205,5	-301	
205,505	-243	
205,51	-186	
205,515	-131	
205,52	-96	
205,525	-78	
205,53	-81	
205,535	-106	
205,54	-117	
205,545	-114	
205,55	-91	
205,555	-64	
205,56	-5	
205,565	17	
205,57	29	
205,575	14	
205,58	7	
205,585	1	
205,59	3	
205,595	33	
205,6	75	
205,605	116	
205,61	139	
205,615	159	
205,62	159	
205,625	142	
205,63	155	
205,635	160	
205,64	177	
205,645	221	
205,65	255	
205,655	282	
205,66	291	
205,665	289	
205,67	262	
205,675	240	
205,68	234	
205,685	217	
205,69	246	
205,695	271	
205,7	320	
205,705	340	
205,71	359	
205,715	347	
205,72	337	
205,725	322	
205,73	353	
205,735	359	
205,74	382	
205,745	421	
205,75	432	
205,755	453	
205,76	442	
205,765	410	
205,77	375	
205,775	375	
205,78	369	
205,785	386	
205,79	423	
205,795	456	
205,8	460	
205,805	460	
205,81	450	
205,815	429	
205,82	436	
205,825	416	
205,83	426	
205,835	450	
205,84	481	
205,845	475	
205,85	492	
205,855	486	
205,86	465	
205,865	444	
205,87	439	
205,875	442	
205,88	451	
205,885	455	
205,89	471	
205,895	455	
205,9	465	
205,905	455	
205,91	431	
205,915	422	
205,92	405	
205,925	412	
205,93	419	
205,935	429	
205,94	445	
205,945	442	
205,95	433	
205,955	410	
205,96	390	
205,965	378	
205,97	364	
205,975	357	
205,98	356	
205,985	397	
205,99	390	
205,995	393	
206,0	398	
206,005	384	
206,01	344	
206,015	319	
206,02	308	
206,025	276	
206,03	288	
206,035	295	
206,04	299	
206,045	287	
206,05	269	
206,055	255	
206,06	224	
206,065	197	
206,07	190	
206,075	203	
206,08	211	
206,085	232	
206,09	251	
206,095	247	
206,1	212	
206,105	161	
206,11	136	
206,115	122	
206,12	115	
206,125	107	
206,13	105	
206,135	116	
206,14	105	
206,145	91	
206,15	73	
206,155	65	
206,16	51	
206,165	38	
206,17	51	
206,175	59	
206,18	57	
206,185	55	
206,19	40	
206,195	1	
206,2	-30	
206,205	-51	
206,21	-47	
206,215	-50	
206,22	-64	
206,225	-62	
206,23	-43	
206,235	-57	
206,24	-62	
206,245	-57	
206,25	-46	
206,255	-55	
206,26	-59	
206,265	-76	
206,27	-66	
206,275	-70	
206,28	-81	
206,285	-86	
206,29	-91	
206,295	-113	
206,3	-116	
206,305	-146	
206,31	-146	
206,315	-137	
206,32	-126	
206,325	-146	
206,33	-143	
206,335	-139	
206,34	-169	
206,345	-214	
206,35	-182	
206,355	-187	
206,36	-169	
206,365	-152	
206,37	-132	
206,375	-155	
206,38	-174	
206,385	-181	
206,39	-177	
206,395	-194	
206,4	-189	
206,405	-183	
206,41	-181	
206,415	-197	
206,42	-197	
206,425	-218	
206,43	-198	
206,435	-208	
206,44	-215	
206,445	-213	
206,45	-197	
206,455	-205	
206,46	-195	
206,465	-188	
206,47	-192	
206,475	-203	
206,48	-184	
206,485	-196	
206,49	-190	
206,495	-190	
206,5	-186	
206,505	-197	
206,51	-176	
206,515	-182	
206,52	-175	
206,525	-174	
206,53	-171	
206,535	-196	
206,54	-191	
206,545	-193	
206,55	-196	
206,555	-183	
206,56	-151	
206,565	-172	
206,57	-161	
